Time [s],Value,Parity Error,Framing Error

TX1
01 A4 80 03 00 08 02 00 06 01 01 01 0C 04 00 BA DE
2.8090515625,'255' (0xFF),,
2.809312,9 (0x39),,
2.8095725,'0' (0x00),,
2.8098329375,'0' (0x00),,
2.810093375,o (0x6F),,
2.8103538125,{ (0x7B),,

RX14
01 A4 80 00 03 0A 02 03 05 02 06 FF 39 00 02 C3 00 E4 9C
2.838724625,'1' (0x01),,
2.8390111875,'164' (0xA4),,
2.8392979375,'128' (0x80),,
2.839584625,'0' (0x00),,
2.839871375,'3' (0x03),,
2.8401580625,\n (0x0A),,
2.8404448125,'2' (0x02),,
2.8407315,'3' (0x03),,
2.84101825,'5' (0x05),,
2.8413049375,'2' (0x02),,
2.841591625,'6' (0x06),,
2.841878375,'255' (0xFF),,
2.842165125,9 (0x39),,
2.8424518125,'0' (0x00),,
2.8427385,'2' (0x02),,
2.84302525,'195' (0xC3),,		(Mains Voltage #2)
2.843312,'0' (0x00),,
2.8435986875,'228' (0xE4),,
2.8438854375,'156' (0x9C),,
**********************************************************************


TX15
01 A4 80 03 00 08 02 00 05 03 FF FF 01 0D 00 F7 63
2.856165375,'1' (0x01),,
2.8564258125,'164' (0xA4),,
2.85668625,'128' (0x80),,
2.8569466875,'3' (0x03),,
2.857207125,'0' (0x00),,
2.8574675625,'8' (0x08),,
2.8577280625,'2' (0x02),,
2.8579885,'0' (0x00),,
2.8582489375,'5' (0x05),,
2.858509375,'3' (0x03),,
2.8587698125,'255' (0xFF),,
2.85903025,'255' (0xFF),,
2.8592906875,'1' (0x01),,
2.859551125,\r (0x0D),,
2.8598115625,'0' (0x00),,
2.860072,'247' (0xF7),,
2.8603324375,c (0x63),,

RX15
2.9454616875,'1' (0x01),,
2.94574825,'164' (0xA4),,
2.9460349375,'128' (0x80),,
2.9463216875,'0' (0x00),,
2.946608375,'3' (0x03),,
2.946895125,\t (0x09),,
2.9471818125,'2' (0x02),,
2.9474685625,'3' (0x03),,
2.94775525,'5' (0x05),,
2.948042,'3' (0x03),,
2.9483286875,'255' (0xFF),,
2.9486415,'255' (0xFF),,
2.94892825,'1' (0x01),,
2.949214875,\r (0x0D),,
2.949501625,'1' (0x01),,
2.949788375,'1' (0x01),,
2.9500750625,'178' (0xB2),,
2.9503618125,f (0x66),,
**********************************************************************


TX16
01 A4 80 03 00 08 02 00 05 03 07 FF 03 00 00 73 67
2.96620175,'1' (0x01),,
2.9664621875,'164' (0xA4),,
2.966722625,'128' (0x80),,
2.9669830625,'3' (0x03),,
2.9672435,'0' (0x00),,
2.9675039375,'8' (0x08),,
2.967764375,'2' (0x02),,
2.9680248125,'0' (0x00),,
2.9682853125,'5' (0x05),,
2.96854575,'3' (0x03),,
2.9688061875,'7' (0x07),,
2.969066625,'255' (0xFF),,
2.9693270625,'3' (0x03),,
2.9695875,'0' (0x00),,
2.9698479375,'0' (0x00),,
2.970108375,s (0x73),,
2.9703688125,g (0x67),,

RX16
01 A4 80 00 03 0A 02 03 05 03 07 FF 03 00 02 5B 00 2D FE
2.9835950625,'1' (0x01),,
2.983881625,'164' (0xA4),,
2.984168375,'128' (0x80),,
2.9844550625,'0' (0x00),,
2.9847418125,'3' (0x03),,
2.9850285,\n (0x0A),,
2.98531525,'2' (0x02),,
2.9856019375,'3' (0x03),,
2.9858886875,'5' (0x05),,
2.986175375,'3' (0x03),,
