Time [s],Value,Parity Error,Framing Error

TX1
01 A4 80 03 00 08 02 00 01 FF 00 00 01 1A 00 FB 19
1.9545234375,	 0  (0x30),,
1.954810125,	 1  (0x31),,
1.955096875,	 6  (0x36),,
1.9553835625,	 3  (0x33),,
1.95567025,	 	 2  (0x32),,
1.955957,		'0' (0x00),,
1.95624375,		'0' (0x00),,
1.9565304375,	'0' (0x00),,
1.956817125,	'0' (0x00),,
1.957103875,	 D  (0x44),,
1.9573905625, '138' (0x8A),,
*************************************************************************

TX8
01 A4 80 03 00 08 02 00 01 FF 00 00 01 1E 00 3B 1B
2.0051458125,	'1' (0x01),,
2.00540625,   '164' (0xA4),,
2.00566675,	  '128' (0x80),,
2.0059271875,	'3' (0x03),,
2.006187625,	'0' (0x00),,
2.0064480625,	'8' (0x08),,
2.0067085,		'2' (0x02),,
2.0069689375,	'0' (0x00),,
2.007229375,	'1' (0x01),,
2.0074898125, '255' (0xFF),,
2.00775025,		'0' (0x00),,
2.0080106875,	'0' (0x00),,
2.008271125,	'1' (0x01),,
2.0085315625,  '30' (0x1E),,
2.008792,		'0' (0x00),,
2.0090524375,	 ;  (0x3B),,
2.009312875,   '27' (0x1B),,

RX8
01 A4 80 00 03 28 02 03 01 FF 00 00 01 1E 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 A3 EC
2.0325886875,	'1' (0x01),,
2.03287525,   '164' (0xA4),,
2.033162,	  '128' (0x80),,
2.0334486875,	'0' (0x00),,
2.033735375,	'3' (0x03),,
2.034022125,	 (  (0x28),,
2.0343088125,	'2' (0x02),,
2.0345955625,	'3' (0x03),,
2.03488225,		'1' (0x01),,
2.035169,	  '255' (0xFF),,
2.03545575,		'0' (0x00),,
2.0357424375,	'0' (0x00),,
2.036029125,	'1' (0x01),,
2.036315875,   '30' (0x1E),,
2.0366025625,	' ' (0x20),,
2.03688925,		'0' (0x00),,	(Message 1)
2.037176,		'0' (0x00),,
2.03746275,		'0' (0x00),,
2.0377494375,	'0' (0x00),,
2.038036125,	'0' (0x00),,
2.038322875,	'0' (0x00),,
2.0386095625,	'0' (0x00),,
2.0388963125,	'0' (0x00),,
2.039183,		'0' (0x00),,
2.03946975,		'0' (0x00),,
2.0397564375,	'0' (0x00),,
2.0400431875,	'0' (0x00),,
2.040329875,	'0' (0x00),,
2.040616625,	'0' (0x00),,
2.0409033125,	'0' (0x00),,
2.0411900625,	'0' (0x00),,
2.04147675,		'0' (0x00),,
2.0417634375,	'0' (0x00),,
2.0420501875,	'0' (0x00),,
2.042336875,	'0' (0x00),,
2.042623625,	'0' (0x00),,
2.0429103125,	'0' (0x00),,
2.0431970625,	'0' (0x00),,
2.04348375,		'0' (0x00),,
2.0437705,		'0' (0x00),,
2.0440571875,	'0' (0x00),,
2.0443439375,	'0' (0x00),,
2.044630625,	'0' (0x00),,
2.044917375,	'0' (0x00),,
2.0452040625,	'0' (0x00),,
2.04549075,		'0' (0x00),,
2.0457775,		'0' (0x00),,
2.0460641875, '163' (0xA3),,
2.0463509375, '236' (0xEC),,
*************************************************************************

TX9
01 A4 80 03 00 08 02 00 01 FF 00 00 01 1F 00 AB 1A
2.0660108125,	'1' (0x01),,
2.06627125,   '164' (0xA4),,
2.0665316875, '128' (0x80),,
2.066792125,	'3' (0x03),,
2.0670525625,	'0' (0x00),,
2.067313,		'8' (0x08),,
2.0675734375,	'2' (0x02),,
2.0678339375,	'0' (0x00),,
2.068094375,	'1' (0x01),,
2.0683548125, '255' (0xFF),,
2.06861525,	  	'0' (0x00),,
2.0688756875, 	'0' (0x00),,
2.069136125,	'1' (0x01),,
2.0693965625,  '31' (0x1F),,
2.069657,		'0' (0x00),,
2.0699174375, '171' (0xAB),,
2.070177875,   '26' (0x1A),,

RX9
01 A4 80 00 03 28 02 03 01 FF 00 00 01 1F 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4E ED
2.1238166875,	'1' (0x01),,
2.12410325,	  '164' (0xA4),,
2.12439,	  '128' (0x80),,
2.1246766875,	'0' (0x00),,
2.1249634375,	'3' (0x03),,
2.125250125,	 (  (0x28),,
2.125536875,	'2' (0x02),,
2.1258235625,	'3' (0x03),,
2.1261103125,	'1' (0x01),,
2.126397,	  '255' (0xFF),,
2.12668375,		'0' (0x00),,
2.1269704375,	'0' (0x00),,
2.127257125,	'1' (0x01),,
2.127543875,   '31' (0x1F),,
2.1278305625,	' ' (0x20),,
2.1281173125,	'0' (0x00),,	(Message 2)
2.128404,		'0' (0x00),,
2.12869075,		'0' (0x00),,
2.1289774375,	'0' (0x00),,
2.1292641875,	'0' (0x00),,
2.129550875,	'0' (0x00),,
2.129837625,	'0' (0x00),,
2.1301243125,	'0' (0x00),,
2.130411,		'0' (0x00),,
2.13069775,		'0' (0x00),,
2.1309845,		'0' (0x00),,
2.1312711875,	'0' (0x00),,
2.131557875,	'0' (0x00),,
2.131844625,	'0' (0x00),,
2.1321313125,	'0' (0x00),,
2.1324180625,	'0' (0x00),,
2.13270475,		'0' (0x00),,
2.1329915,		'0' (0x00),,
2.1332781875,	'0' (0x00),,
2.1335649375,	'0' (0x00),,
2.133851625,	'0' (0x00),,
2.134138375,	'0' (0x00),,
