Time [s],Value,Parity Error,Framing Error


TX1
01 A4 80 03 00 08 02 00 01 FF 00 00 01 18 00 9B 18
1.7088224375,'2' (0x02),,
1.709109125,'3' (0x03),,
1.709395875,'6' (0x06),,
1.7096825625,'1' (0x01),,
1.7099693125,'1' (0x01),,
1.710256,'17' (0x11),,
1.71054275,\r (0x0D),,
1.7108294375,\t (0x09),,
1.7111161875,'2' (0x02),,
1.711402875,'200' (0xC8),,
1.711689625,'0' (0x00),,
1.7119763125,'231' (0xE7),,
1.7122630625,'28' (0x1C),,
***********************************************************************


TX15
01 A4 80 03 00 08 02 00 03 01 FF FF 08 1F 00 B7 D8
1.7999350625,'1' (0x01),,
1.8001955,'164' (0xA4),,
1.8004559375,'128' (0x80),,
1.800716375,'3' (0x03),,
1.8009768125,'0' (0x00),,
1.80123725,'8' (0x08),,
1.8014976875,'2' (0x02),,
1.801758125,'0' (0x00),,
1.8020185625,'3' (0x03),,
1.802279,'1' (0x01),,
1.8025395,'255' (0xFF),,
1.8027999375,'255' (0xFF),,
1.803060375,'8' (0x08),,
1.8033208125,'31' (0x1F),,
1.80358125,'0' (0x00),,
1.8038416875,'183' (0xB7),,
1.804102125,'216' (0xD8),,

RX15
1.829269875,'1' (0x01),,
1.829556375,'164' (0xA4),,
1.829843125,'128' (0x80),,
1.830129875,'0' (0x00),,
1.8304165625,'3' (0x03),,
1.83070325,, (0x2C),,
1.83099,'2' (0x02),,
1.8312766875,'3' (0x03),,
1.8315634375,'3' (0x03),,
1.831850125,'1' (0x01),,
1.832136875,'255' (0xFF),,
1.832423625,'255' (0xFF),,
1.8327103125,'8' (0x08),,
1.832997,'31' (0x1F),,
1.8332836875,$ (0x24),,
1.8335704375,L (0x4C),,
1.833857125,o (0x6F),,
1.834143875,a (0x61),,
1.8344305625,d (0x64),,
1.8347173125,F (0x46),,
1.835004,u (0x75),,
1.83529075,s (0x73),,
1.8355774375,e (0x65),,
1.8358641875,' ' (0x20),,
1.836150875,% (0x25),,
1.836437625,1 (0x31),,
1.8367243125,' ' (0x20),,
1.8370110625,' ' (0x20),,
1.83729775,' ' (0x20),,
1.8375845,' ' (0x20),,
1.8378711875,' ' (0x20),,
1.8381579375,'3' (0x03),,
1.838444625,'2' (0x02),,
1.8387313125,'0' (0x00),,
1.8390180625,'1' (0x01),,
1.8393048125,' ' (0x20),,
1.8395915,' ' (0x20),,
1.8398781875,' ' (0x20),,
1.8401649375,' ' (0x20),,
1.840451625,' ' (0x20),,
1.840738375,' ' (0x20),,
